Customer_ID,Customer_Name,Segment,Region_ID,State,City,Join_Date
CUST-1067,Carol Taylor,Consumer,REG-01,New York,New York,2022-07-09
CUST-1068,Jessica White,Consumer,REG-02,Colorado,Denver,2024-01-27
CUST-1069,Robert Harris,Consumer,REG-01,New York,New York,2024-05-05
CUST-1070,Christopher Adams,Corporate,REG-03,North Carolina,Charlotte,2023-12-05
CUST-1071,William Thompson,Consumer,REG-03,Virginia,Richmond,2023-07-11
CUST-1072,John Nelson,Consumer,REG-04,Minnesota,Minneapolis,2022-04-19
CUST-1073,Lisa Sanchez,Corporate,REG-03,Georgia,Atlanta,2022-09-07
CUST-1074,David Garcia,Home Office,REG-02,Arizona,Phoenix,2023-03-07
CUST-1075,Daniel White,Corporate,REG-02,Oregon,Portland,2024-09-16
CUST-1076,Steven Scott,Consumer,REG-03,Georgia,Atlanta,2024-07-24
CUST-1077,Carol Sanchez,Consumer,REG-03,Texas,Houston,2024-07-23
CUST-1078,Jane Perez,Corporate,REG-02,Washington,Seattle,2024-04-22
CUST-1079,Joseph Wilson,Consumer,REG-03,Virginia,Richmond,2023-12-14
CUST-1080,Kimberly Walker,Consumer,REG-02,Washington,Seattle,2023-09-21
CUST-1081,Jane Perez,Consumer,REG-04,Michigan,Detroit,2022-03-22
CUST-1082,Lisa King,Consumer,REG-03,North Carolina,Charlotte,2024-09-01
CUST-1083,Patricia Green,Consumer,REG-01,New York,New York,2022-10-06
CUST-1084,Dorothy Baker,Corporate,REG-02,Washington,Seattle,2023-10-20
CUST-1085,Andrew King,Consumer,REG-01,Ohio,Cleveland,2024-09-24
CUST-1086,Betty Wright,Consumer,REG-03,Georgia,Atlanta,2022-06-21
CUST-1087,Richard Gonzalez,Consumer,REG-04,Michigan,Detroit,2024-04-04
CUST-1088,Andrew Sanchez,Consumer,REG-02,Oregon,Portland,2024-07-21
CUST-1089,James Brown,Consumer,REG-01,New York,New York,2023-07-13
CUST-1090,Carol Thompson,Consumer,REG-04,Michigan,Detroit,2024-09-14
CUST-1091,Margaret Young,Corporate,REG-03,Texas,Houston,2024-05-30
CUST-1092,Kenneth Jones,Consumer,REG-04,Wisconsin,Milwaukee,2023-03-16
CUST-1093,Lisa Baker,Consumer,REG-04,Illinois,Chicago,2024-05-26
CUST-1094,David Hall,Consumer,REG-03,Florida,Miami,2022-03-16
CUST-1095,Emily Lewis,Consumer,REG-02,Washington,Seattle,2023-03-24
CUST-1096,Anthony Miller,Corporate,REG-03,North Carolina,Charlotte,2023-06-26
CUST-1097,Ashley Green,Home Office,REG-01,Pennsylvania,Philadelphia,2022-03-28
CUST-1098,Sarah Brown,Home Office,REG-01,New York,New York,2024-03-07
CUST-1099,Joseph Martin,Consumer,REG-04,Wisconsin,Milwaukee,2022-03-10
CUST-1100,Ashley Taylor,Consumer,REG-02,Colorado,Denver,2023-01-14
CUST-1101,Daniel Williams,Consumer,REG-04,Minnesota,Minneapolis,2023-07-17
CUST-1102,Christopher Lopez,Home Office,REG-03,Georgia,Atlanta,2023-05-14
CUST-1103,John Walker,Corporate,REG-01,Pennsylvania,Philadelphia,2024-06-27
CUST-1104,Paul Martinez,Consumer,REG-01,New York,New York,2022-04-09
CUST-1105,Donna Nelson,Consumer,REG-04,Michigan,Detroit,2024-02-26
CUST-1106,Ashley Adams,Consumer,REG-04,Minnesota,Minneapolis,2023-10-19
CUST-1107,Ashley Scott,Home Office,REG-03,Florida,Miami,2022-04-27
CUST-1108,Paul Martinez,Consumer,REG-03,Georgia,Atlanta,2022-09-03
CUST-1109,Christopher Martinez,Consumer,REG-01,New York,New York,2022-07-03
CUST-1110,Carol Anderson,Home Office,REG-03,Florida,Miami,2023-10-28
CUST-1111,Helen Miller,Corporate,REG-02,Oregon,Portland,2022-04-12
CUST-1112,William Sanchez,Corporate,REG-03,Florida,Miami,2023-12-16
CUST-1113,Thomas Thomas,Consumer,REG-04,Indiana,Indianapolis,2023-11-18
CUST-1114,Emily Davis,Home Office,REG-04,Illinois,Chicago,2024-04-19
CUST-1115,Thomas Martin,Corporate,REG-04,Indiana,Indianapolis,2023-07-29
CUST-1116,Kenneth Williams,Consumer,REG-01,Ohio,Cleveland,2022-10-14
CUST-1117,Michelle Allen,Home Office,REG-02,Washington,Seattle,2024-04-14
CUST-1118,Karen Lopez,Consumer,REG-02,California,Los Angeles,2023-10-26
CUST-1119,Margaret Hall,Home Office,REG-03,Florida,Miami,2022-01-19
CUST-1120,Jessica Lewis,Corporate,REG-03,Virginia,Richmond,2023-10-09
CUST-1121,Michael Smith,Consumer,REG-01,New York,New York,2024-06-29
CUST-1122,Ashley Taylor,Corporate,REG-01,New Jersey,Newark,2022-05-08
CUST-1123,Robert Smith,Corporate,REG-02,California,Los Angeles,2024-03-12
CUST-1124,Sandra Brown,Consumer,REG-02,Washington,Seattle,2022-12-21
CUST-1125,Jessica Williams,Corporate,REG-01,Ohio,Cleveland,2024-09-18
CUST-1126,Paul Thompson,Consumer,REG-04,Michigan,Detroit,2024-07-24
CUST-1127,Thomas Wright,Corporate,REG-04,Wisconsin,Milwaukee,2022-11-18
CUST-1128,Jane Lewis,Consumer,REG-03,Georgia,Atlanta,2022-10-17
CUST-1129,Kimberly Williams,Corporate,REG-02,Arizona,Phoenix,2023-07-21
CUST-1130,Anthony Perez,Corporate,REG-03,Texas,Houston,2024-07-01
CUST-1131,Betty Taylor,Corporate,REG-01,Pennsylvania,Philadelphia,2022-11-09
CUST-1132,Matthew Lee,Consumer,REG-03,Virginia,Richmond,2022-03-15
CUST-1133,Karen Scott,Corporate,REG-04,Wisconsin,Milwaukee,2022-06-09
CUST-1134,Sandra Walker,Consumer,REG-01,New Jersey,Newark,2022-07-24
CUST-1135,Daniel Garcia,Consumer,REG-03,Virginia,Richmond,2022-10-17
CUST-1136,Donna Wright,Corporate,REG-01,New Jersey,Newark,2023-07-15
CUST-1137,Richard Young,Consumer,REG-01,Massachusetts,Boston,2024-02-25
CUST-1138,Helen Lee,Corporate,REG-03,Texas,Austin,2024-02-15
CUST-1139,Sarah Jones,Home Office,REG-04,Minnesota,Minneapolis,2023-10-30
CUST-1140,William Smith,Consumer,REG-01,Pennsylvania,Philadelphia,2023-11-05
CUST-1141,Emily Scott,Home Office,REG-03,North Carolina,Charlotte,2022-03-24
CUST-1142,Sarah Anderson,Corporate,REG-01,Massachusetts,Boston,2023-04-16
CUST-1143,Patricia Perez,Consumer,REG-03,Texas,Houston,2023-09-24
CUST-1144,Karen Gonzalez,Consumer,REG-03,North Carolina,Charlotte,2022-04-11
CUST-1145,Steven Harris,Corporate,REG-01,New Jersey,Newark,2023-03-07
CUST-1146,Matthew Hall,Consumer,REG-04,Indiana,Indianapolis,2023-12-24
CUST-1147,Lisa Green,Consumer,REG-01,New Jersey,Newark,2023-07-07
CUST-1148,Margaret Jackson,Corporate,REG-03,Georgia,Atlanta,2024-05-22
CUST-1149,James Taylor,Consumer,REG-01,New Jersey,Newark,2022-01-31
CUST-1150,Jane Moore,Consumer,REG-02,Washington,Seattle,2024-04-01
CUST-1151,Amanda Sanchez,Corporate,REG-03,North Carolina,Charlotte,2024-01-19
CUST-1152,Paul Rodriguez,Consumer,REG-03,Georgia,Atlanta,2022-10-01
CUST-1153,Michael Walker,Home Office,REG-04,Minnesota,Minneapolis,2023-06-24
CUST-1154,Joshua Smith,Home Office,REG-04,Indiana,Indianapolis,2022-08-15
CUST-1155,Joseph Wilson,Consumer,REG-03,North Carolina,Charlotte,2023-08-09
CUST-1156,Joseph Green,Home Office,REG-02,Arizona,Phoenix,2024-04-28
CUST-1157,Andrew Thomas,Consumer,REG-01,Pennsylvania,Philadelphia,2022-04-21
CUST-1158,Kenneth Martin,Home Office,REG-04,Minnesota,Minneapolis,2022-06-20
CUST-1159,Matthew Scott,Consumer,REG-02,Arizona,Phoenix,2024-04-12
CUST-1160,Carol Walker,Consumer,REG-01,New Jersey,Newark,2023-11-29
CUST-1161,Lisa Robinson,Corporate,REG-02,Washington,Seattle,2022-06-24
CUST-1162,Betty Wright,Consumer,REG-03,North Carolina,Charlotte,2023-10-27
CUST-1163,Steven Davis,Consumer,REG-02,Oregon,Portland,2023-06-12
CUST-1164,Michelle Scott,Consumer,REG-04,Indiana,Indianapolis,2023-04-02
CUST-1165,Helen Martinez,Corporate,REG-03,Texas,Houston,2023-05-19
CUST-1166,Jessica Lee,Consumer,REG-04,Indiana,Indianapolis,2024-07-13
CUST-1167,Mark Wright,Corporate,REG-01,New Jersey,Newark,2023-04-16
CUST-1168,Patricia Brown,Home Office,REG-01,Ohio,Cleveland,2024-04-03
CUST-1169,Helen White,Consumer,REG-03,Georgia,Atlanta,2022-10-05
CUST-1170,Thomas Lewis,Consumer,REG-02,California,Los Angeles,2022-01-26
CUST-1171,Matthew Wilson,Consumer,REG-03,Florida,Miami,2023-04-06
CUST-1172,Jessica Nelson,Home Office,REG-03,Georgia,Atlanta,2024-08-28
CUST-1173,John Baker,Consumer,REG-04,Illinois,Chicago,2023-07-13
CUST-1174,Donald Lewis,Consumer,REG-01,New Jersey,Newark,2024-03-30
CUST-1175,William Sanchez,Home Office,REG-03,Texas,Austin,2022-01-15
CUST-1176,Helen Lopez,Home Office,REG-02,Arizona,Phoenix,2023-07-28
CUST-1177,Amanda Jackson,Consumer,REG-02,Colorado,Denver,2022-08-11
CUST-1178,Betty Williams,Consumer,REG-01,New Jersey,Newark,2023-05-08
CUST-1179,Steven Martin,Home Office,REG-01,Massachusetts,Boston,2023-06-07
CUST-1180,Donald Walker,Corporate,REG-01,New Jersey,Newark,2024-05-16
CUST-1181,Patricia Anderson,Consumer,REG-01,Massachusetts,Boston,2022-01-19
CUST-1182,Daniel Baker,Corporate,REG-02,Arizona,Phoenix,2022-09-17
CUST-1183,Mark Wright,Corporate,REG-03,North Carolina,Charlotte,2024-04-27
CUST-1184,Jane Wright,Corporate,REG-01,Massachusetts,Boston,2022-01-08
CUST-1185,Betty Allen,Consumer,REG-02,California,Los Angeles,2023-03-03
CUST-1186,Kimberly Martin,Consumer,REG-04,Michigan,Detroit,2024-05-03
CUST-1187,Mark Lee,Corporate,REG-01,Massachusetts,Boston,2023-07-02
CUST-1188,Ashley Walker,Home Office,REG-02,Washington,Seattle,2024-09-07
CUST-1189,Dorothy Nelson,Corporate,REG-04,Indiana,Indianapolis,2024-02-29
CUST-1190,Ashley Robinson,Consumer,REG-03,Georgia,Atlanta,2023-10-15
CUST-1191,Karen Scott,Consumer,REG-04,Indiana,Indianapolis,2023-06-30
CUST-1192,John Allen,Consumer,REG-03,Texas,Houston,2024-04-14
CUST-1193,Carol White,Corporate,REG-03,Florida,Miami,2023-09-17
CUST-1194,Kimberly Robinson,Consumer,REG-01,Massachusetts,Boston,2023-11-16
CUST-1195,Mark White,Corporate,REG-02,Oregon,Portland,2024-08-18
CUST-1196,John Lewis,Home Office,REG-04,Michigan,Detroit,2022-11-11
CUST-1197,William Jones,Consumer,REG-01,Massachusetts,Boston,2024-01-19
CUST-1198,Mark Brown,Corporate,REG-03,Florida,Miami,2023-10-23
CUST-1199,Margaret Anderson,Corporate,REG-03,North Carolina,Charlotte,2023-12-01
CUST-1200,James Davis,Corporate,REG-01,Ohio,Cleveland,2023-04-07
CUST-1201,Emily Gonzalez,Consumer,REG-03,Texas,Austin,2023-09-20
CUST-1202,Mark Garcia,Consumer,REG-03,Virginia,Richmond,2024-07-12
CUST-1203,Anthony Brown,Consumer,REG-03,North Carolina,Charlotte,2024-06-15
CUST-1204,Michael Harris,Corporate,REG-03,North Carolina,Charlotte,2022-06-13
CUST-1205,Paul Perez,Corporate,REG-02,Oregon,Portland,2024-04-14
CUST-1206,Paul Gonzalez,Consumer,REG-04,Minnesota,Minneapolis,2023-08-04
CUST-1207,Donald Miller,Consumer,REG-02,Arizona,Phoenix,2022-03-26
CUST-1208,Carol Williams,Home Office,REG-02,Oregon,Portland,2024-09-14
CUST-1209,Lisa Baker,Corporate,REG-04,Illinois,Chicago,2024-08-22
CUST-1210,Joseph Gonzalez,Corporate,REG-02,Arizona,Phoenix,2024-05-18
CUST-1211,Matthew Robinson,Consumer,REG-01,Pennsylvania,Philadelphia,2022-02-16
CUST-1212,Andrew Adams,Consumer,REG-02,Colorado,Denver,2022-11-06
CUST-1213,Christopher Garcia,Corporate,REG-03,Texas,Austin,2022-07-21
CUST-1214,Helen Wright,Corporate,REG-01,New York,New York,2023-10-13
CUST-1215,Helen Wilson,Consumer,REG-01,New Jersey,Newark,2023-07-14
CUST-1216,Matthew Lopez,Corporate,REG-01,New York,New York,2022-07-10
CUST-1217,Matthew Scott,Home Office,REG-03,Texas,Austin,2022-04-14
CUST-1218,Richard Allen,Consumer,REG-02,California,Los Angeles,2023-02-11
CUST-1219,Kimberly Martin,Consumer,REG-01,Ohio,Cleveland,2022-03-14
CUST-1220,Joseph Miller,Consumer,REG-04,Minnesota,Minneapolis,2023-05-30
CUST-1221,Thomas Anderson,Corporate,REG-01,New York,New York,2024-04-28
CUST-1222,Michael Lewis,Consumer,REG-04,Wisconsin,Milwaukee,2024-07-02
CUST-1223,Charles King,Consumer,REG-02,California,Los Angeles,2022-09-27
CUST-1224,Paul Brown,Corporate,REG-01,Pennsylvania,Philadelphia,2024-06-20
CUST-1225,Steven Nelson,Consumer,REG-01,Ohio,Cleveland,2022-10-10
CUST-1226,Michelle Miller,Consumer,REG-04,Indiana,Indianapolis,2023-10-21
CUST-1227,Lisa Moore,Consumer,REG-02,California,Los Angeles,2023-10-22
CUST-1228,Donald Brown,Corporate,REG-02,Arizona,Phoenix,2024-06-01
CUST-1229,Ashley Garcia,Consumer,REG-04,Indiana,Indianapolis,2023-09-18
CUST-1230,Michelle Thompson,Corporate,REG-04,Wisconsin,Milwaukee,2024-09-19
CUST-1231,Lisa Martinez,Consumer,REG-04,Illinois,Chicago,2024-06-20
CUST-1232,Steven Jones,Corporate,REG-02,Colorado,Denver,2022-04-28
CUST-1233,Steven Thompson,Corporate,REG-03,Texas,Austin,2024-09-16
CUST-1234,Kimberly Brown,Home Office,REG-04,Indiana,Indianapolis,2022-05-08
CUST-1235,Mark White,Consumer,REG-02,California,San Francisco,2022-12-27
CUST-1236,Jessica Lewis,Consumer,REG-02,California,Los Angeles,2022-11-18
CUST-1237,Sarah Jones,Home Office,REG-01,Ohio,Cleveland,2022-03-23
CUST-1238,Patricia White,Consumer,REG-03,Texas,Houston,2022-07-23
CUST-1239,James Williams,Consumer,REG-01,Pennsylvania,Philadelphia,2022-07-27
CUST-1240,Jane Harris,Corporate,REG-02,California,San Francisco,2024-07-27
CUST-1241,Kimberly Robinson,Consumer,REG-02,Oregon,Portland,2024-09-13
CUST-1242,Carol Thompson,Corporate,REG-03,Texas,Austin,2023-02-18
CUST-1243,Paul Lee,Home Office,REG-03,Florida,Miami,2024-02-17
CUST-1244,Robert Sanchez,Corporate,REG-02,California,Los Angeles,2023-03-19
CUST-1245,Andrew Johnson,Home Office,REG-01,Pennsylvania,Philadelphia,2022-06-03
CUST-1246,Matthew Wilson,Corporate,REG-03,Virginia,Richmond,2024-08-04
CUST-1247,Christopher Lee,Corporate,REG-02,California,Los Angeles,2022-10-11
CUST-1248,John Brown,Home Office,REG-01,New Jersey,Newark,2022-03-24
CUST-1249,John Wilson,Consumer,REG-01,Massachusetts,Boston,2024-07-16
CUST-1250,Helen Miller,Home Office,REG-01,Massachusetts,Boston,2023-01-05
CUST-1251,Anthony King,Home Office,REG-01,New York,New York,2024-07-12
CUST-1252,Richard Brown,Consumer,REG-01,Pennsylvania,Philadelphia,2024-07-10
CUST-1253,Charles Walker,Corporate,REG-01,New York,New York,2022-06-19
CUST-1254,Carol Nelson,Corporate,REG-01,New Jersey,Newark,2022-02-16
CUST-1255,Steven Jones,Consumer,REG-02,Washington,Seattle,2022-03-02
CUST-1256,Michael Sanchez,Corporate,REG-02,Arizona,Phoenix,2022-10-31
CUST-1257,Karen Jackson,Corporate,REG-03,Georgia,Atlanta,2023-03-19
CUST-1258,Joseph Williams,Corporate,REG-01,Pennsylvania,Philadelphia,2024-01-20
CUST-1259,Jessica Martin,Home Office,REG-02,Washington,Seattle,2024-05-06
CUST-1260,Kimberly Walker,Home Office,REG-01,New York,New York,2024-04-29
CUST-1261,Christopher Johnson,Corporate,REG-03,Florida,Miami,2022-07-07
CUST-1262,Kenneth Nelson,Consumer,REG-04,Indiana,Indianapolis,2023-07-03
CUST-1263,Richard Walker,Consumer,REG-03,Virginia,Richmond,2023-05-27
CUST-1264,William Taylor,Consumer,REG-04,Minnesota,Minneapolis,2024-05-24
CUST-1265,Dorothy Brown,Consumer,REG-01,Pennsylvania,Philadelphia,2024-08-31
CUST-1266,Kenneth Smith,Home Office,REG-01,Ohio,Cleveland,2023-10-07
CUST-1267,Karen Walker,Corporate,REG-03,Florida,Miami,2023-09-13
CUST-1268,Carol Thompson,Consumer,REG-01,New York,New York,2022-07-15
CUST-1269,Lisa Robinson,Consumer,REG-03,Texas,Houston,2022-10-04
CUST-1270,Dorothy Clark,Corporate,REG-02,Colorado,Denver,2023-07-02
CUST-1271,Kimberly Moore,Home Office,REG-01,Ohio,Cleveland,2022-05-17
CUST-1272,Sarah King,Consumer,REG-01,Ohio,Cleveland,2023-03-02
CUST-1273,Daniel Martin,Consumer,REG-04,Indiana,Indianapolis,2023-02-18
CUST-1274,Amanda Rodriguez,Consumer,REG-01,Ohio,Cleveland,2023-11-03
CUST-1275,Daniel Martin,Corporate,REG-01,Massachusetts,Boston,2023-04-30
CUST-1276,Sarah Jackson,Consumer,REG-02,California,Los Angeles,2023-02-18
CUST-1277,Thomas Allen,Home Office,REG-02,California,San Francisco,2023-10-12
CUST-1278,Andrew Wright,Consumer,REG-04,Indiana,Indianapolis,2022-07-25
CUST-1279,Kimberly Thompson,Consumer,REG-02,Oregon,Portland,2023-10-26
CUST-1280,Jessica Rodriguez,Consumer,REG-02,California,Los Angeles,2022-01-19
CUST-1281,Michael Wilson,Consumer,REG-02,California,Los Angeles,2024-07-13
CUST-1282,Paul Taylor,Home Office,REG-02,Colorado,Denver,2024-08-01
CUST-1283,Joseph Perez,Consumer,REG-04,Michigan,Detroit,2022-01-17
CUST-1284,James Taylor,Consumer,REG-01,Pennsylvania,Philadelphia,2022-01-07
CUST-1285,Kimberly Smith,Consumer,REG-01,Pennsylvania,Philadelphia,2023-06-21
CUST-1286,Michael Hernandez,Home Office,REG-03,Texas,Austin,2023-01-15
CUST-1287,Michelle Clark,Corporate,REG-01,New York,New York,2022-04-03
CUST-1288,Amanda Moore,Consumer,REG-04,Indiana,Indianapolis,2023-09-22
CUST-1289,James Thomas,Consumer,REG-03,Texas,Austin,2024-07-25
CUST-1290,Richard Williams,Consumer,REG-02,Arizona,Phoenix,2022-02-26
CUST-1291,Joshua Jackson,Home Office,REG-04,Michigan,Detroit,2024-01-06
CUST-1292,Jessica Lee,Consumer,REG-03,Texas,Houston,2024-05-21
CUST-1293,Andrew Hernandez,Consumer,REG-01,New York,New York,2023-11-16
CUST-1294,Donna Johnson,Consumer,REG-02,Oregon,Portland,2024-08-17
CUST-1295,Mark Perez,Consumer,REG-03,Virginia,Richmond,2022-07-25
CUST-1296,Joshua Brown,Consumer,REG-04,Indiana,Indianapolis,2022-05-02
CUST-1297,Donald Allen,Consumer,REG-03,Texas,Austin,2022-03-03
CUST-1298,Robert Walker,Corporate,REG-02,Colorado,Denver,2023-05-19
CUST-1299,Richard Clark,Corporate,REG-01,Massachusetts,Boston,2022-11-10
CUST-1300,Ashley Adams,Corporate,REG-04,Illinois,Chicago,2022-12-21
CUST-1301,Ashley Thompson,Corporate,REG-01,Pennsylvania,Philadelphia,2023-08-06
CUST-1302,Nancy Rodriguez,Consumer,REG-02,Colorado,Denver,2023-03-18
CUST-1303,Thomas Moore,Corporate,REG-03,North Carolina,Charlotte,2023-07-30
CUST-1304,Patricia Scott,Home Office,REG-01,Massachusetts,Boston,2024-04-23
CUST-1305,Joseph Martinez,Consumer,REG-04,Indiana,Indianapolis,2024-04-04
CUST-1306,Joshua Johnson,Consumer,REG-04,Michigan,Detroit,2022-10-27
CUST-1307,William Hernandez,Corporate,REG-02,California,San Francisco,2022-06-27
CUST-1308,Lisa Lewis,Consumer,REG-02,California,Los Angeles,2023-01-19
CUST-1309,Kenneth Williams,Home Office,REG-02,Colorado,Denver,2022-05-09
CUST-1310,Betty Allen,Consumer,REG-02,Arizona,Phoenix,2024-02-20
CUST-1311,Anthony Scott,Corporate,REG-02,Colorado,Denver,2024-09-01
CUST-1312,Richard Brown,Consumer,REG-03,Virginia,Richmond,2024-09-10
CUST-1313,Carol Green,Corporate,REG-01,New Jersey,Newark,2023-01-27
CUST-1314,John Green,Consumer,REG-02,Colorado,Denver,2023-02-09
CUST-1315,Helen King,Corporate,REG-04,Michigan,Detroit,2023-11-19
CUST-1316,Sarah Clark,Home Office,REG-03,North Carolina,Charlotte,2023-03-31
CUST-1317,Joshua Taylor,Corporate,REG-02,Washington,Seattle,2024-09-19
CUST-1318,Kenneth Robinson,Home Office,REG-03,North Carolina,Charlotte,2024-03-09
CUST-1319,Anthony Allen,Corporate,REG-03,North Carolina,Charlotte,2024-05-08
CUST-1320,Margaret Young,Consumer,REG-01,Ohio,Cleveland,2024-05-30
CUST-1321,Margaret Martinez,Consumer,REG-03,Virginia,Richmond,2024-08-28
CUST-1322,Betty King,Consumer,REG-03,Virginia,Richmond,2024-07-08
CUST-1323,Helen Scott,Consumer,REG-03,Florida,Miami,2023-03-18
CUST-1324,Margaret Williams,Corporate,REG-01,Ohio,Cleveland,2022-05-18
CUST-1325,Charles Clark,Consumer,REG-01,Pennsylvania,Philadelphia,2023-11-14
CUST-1326,Jane Wilson,Consumer,REG-01,New Jersey,Newark,2022-02-17
CUST-1327,Charles Gonzalez,Home Office,REG-02,California,San Francisco,2023-11-26
CUST-1328,Nancy Jones,Corporate,REG-01,Pennsylvania,Philadelphia,2023-10-23
CUST-1329,Lisa Brown,Home Office,REG-02,Oregon,Portland,2023-11-09
CUST-1330,Matthew Thomas,Consumer,REG-03,North Carolina,Charlotte,2024-07-02
