Customer_ID,Customer_Name,Segment,Order_ID,Order_Date,Ship_Date,Ship_Mode,Product_ID,Product_Name,Category,Subcategory,Region,State,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Return_Status,Return_Reason
CUST-1596,Matthew Moore,Consumer,ORD-10035,2025-04-07,2025-04-11,Standard Class,PROD-1015,Wireless Mouse Model Elite,Technology,Accessories,Central,Indiana,Indianapolis,1,47.13,0.15,40.06,25.92,14.14,Delivered,
CUST-1596,Matthew Moore,Consumer,ORD-10035,2025-04-07,2025-04-11,Standard Class,PROD-1016,Mechanical Keyboard Model Plus,Technology,Accessories,Central,Indiana,Indianapolis,3,48.98,0.0,146.94,80.82,66.12,Delivered,
CUST-1596,Matthew Moore,Consumer,ORD-10035,2025-04-07,2025-04-11,Standard Class,PROD-1226,Standing Desk Electric Gen-4,Furniture,Tables,Central,Indiana,Indianapolis,2,212.25,0.1,382.05,320.12,61.93,Delivered,
CUST-1323,Helen Scott,Consumer,ORD-10036,2024-05-15,2024-05-21,Standard Class,PROD-1187,Catalog Envelopes Pack Gen-3,Office Supplies,Envelopes,South,Florida,Miami,1,175.39,0.0,175.39,119.28,56.11,Delivered,
CUST-1323,Helen Scott,Consumer,ORD-10036,2024-05-15,2024-05-21,Standard Class,PROD-1040,L-Shaped Corner Desk Model Plus,Furniture,Tables,South,Florida,Miami,1,481.57,0.3,337.1,426.48,-89.38,Delivered,
CUST-1310,Betty Allen,Consumer,ORD-10037,2024-08-22,2024-08-23,First Class,PROD-1305,Executive Leather Chair Gen-3,Furniture,Chairs,West,Arizona,Phoenix,1,661.5,0.3,463.05,411.28,51.77,Returned,Unsatisfied
CUST-1310,Betty Allen,Consumer,ORD-10037,2024-08-22,2024-08-23,First Class,PROD-1235,3-Ring Binder 2-Inch Gen-5,Office Supplies,Binders,West,Arizona,Phoenix,2,403.71,0.1,726.68,522.1,204.58,Returned,Unsatisfied
CUST-1388,Kenneth Green,Home Office,ORD-10038,2024-10-19,2024-10-26,Standard Class,PROD-1401,Dual Tip Brush Pens Gen-2,Office Supplies,Art,Central,Michigan,Detroit,4,85.47,0.0,341.88,245.6,96.28,Delivered,
CUST-2841,Steven White,Corporate,ORD-10039,2024-07-08,2024-07-12,Standard Class,PROD-1141,Samsung Galaxy S24 Gen-3,Technology,Phones,Central,Minnesota,Minneapolis,2,779.66,0.0,1559.32,1323.2,236.12,Delivered,
CUST-2841,Steven White,Corporate,ORD-10039,2024-07-08,2024-07-12,Standard Class,PROD-1301,Google Pixel 8 Gen-2,Technology,Phones,Central,Minnesota,Minneapolis,5,764.96,0.1,3442.32,3066.5,375.82,Delivered,
CUST-2841,Steven White,Corporate,ORD-10039,2024-07-08,2024-07-12,Standard Class,PROD-1351,Drafting Pens Precision Gen-5,Office Supplies,Art,Central,Minnesota,Minneapolis,1,678.53,0.0,678.53,488.59,189.94,Delivered,
CUST-2841,Steven White,Corporate,ORD-10039,2024-07-08,2024-07-12,Standard Class,PROD-1276,Heavy Duty View Binder Gen-5,Office Supplies,Binders,Central,Minnesota,Minneapolis,1,50.76,0.0,50.76,37.28,13.48,Delivered,
CUST-1085,Andrew King,Consumer,ORD-10040,2026-03-10,2026-03-16,Standard Class,PROD-1455,Cricut Cutting Machine Gen-5,Technology,Machines,East,Ohio,Cleveland,1,374.94,0.0,374.94,317.6,57.34,Returned,Wrong Item
CUST-1085,Andrew King,Consumer,ORD-10040,2026-03-10,2026-03-16,Standard Class,PROD-1352,Waste Basket Metal Mesh Gen-5,Furniture,Furnishings,East,Ohio,Cleveland,1,41.69,0.2,33.35,33.5,-0.15,Returned,Wrong Item
CUST-1799,James Adams,Home Office,ORD-10041,2025-10-08,2025-10-14,Standard Class,PROD-1193,5-Shelf Bookcase Wood Gen-4,Furniture,Bookcases,South,Virginia,Richmond,3,403.77,0.2,969.05,693.91,275.14,Returned,Defective
CUST-1024,Donna White,Corporate,ORD-10042,2026-04-29,2026-05-01,Second Class,PROD-1024,Cricut Cutting Machine Model Plus,Technology,Machines,West,Washington,Seattle,2,800.19,0.1,1440.34,1120.26,320.08,Delivered,
CUST-2129,Joseph Taylor,Consumer,ORD-10043,2024-07-15,2024-07-21,Standard Class,PROD-1077,Window Business Envelopes Model Plus,Office Supplies,Envelopes,East,Massachusetts,Boston,1,34.2,0.0,34.2,18.81,15.39,Delivered,
CUST-2129,Joseph Taylor,Consumer,ORD-10043,2024-07-15,2024-07-21,Standard Class,PROD-1371,Dual Tip Brush Pens Gen-4,Office Supplies,Art,East,Massachusetts,Boston,1,514.9,0.0,514.9,413.86,101.04,Delivered,
CUST-2638,Paul White,Consumer,ORD-10044,2026-05-28,2026-06-01,Standard Class,PROD-1156,Graph Paper Notebook Gen-5,Office Supplies,Paper,East,New Jersey,Newark,3,231.96,0.0,695.88,579.42,116.46,Delivered,
CUST-2710,Jessica Sanchez,Consumer,ORD-10045,2026-02-10,2026-02-15,Standard Class,PROD-1260,iPhone 15 Pro Gen-2,Technology,Phones,West,Washington,Seattle,1,403.0,0.0,403.0,303.08,99.92,Delivered,
CUST-2710,Jessica Sanchez,Consumer,ORD-10045,2026-02-10,2026-02-15,Standard Class,PROD-1283,Canon ImageRUNNER Gen-2,Technology,Copiers,West,Washington,Seattle,3,592.91,0.0,1778.73,1213.2,565.53,Delivered,
CUST-1634,Margaret Hall,Consumer,ORD-10046,2024-07-22,2024-07-23,First Class,PROD-1358,Moto G Power Gen-5,Technology,Phones,South,Georgia,Atlanta,1,398.9,0.4,239.34,252.69,-13.35,Delivered,
CUST-1634,Margaret Hall,Consumer,ORD-10046,2024-07-22,2024-07-23,First Class,PROD-1025,Document Scanner HighSpeed Model Elite,Technology,Machines,South,Georgia,Atlanta,3,868.97,0.1,2346.22,1970.83,375.39,Delivered,
CUST-1634,Margaret Hall,Consumer,ORD-10046,2024-07-22,2024-07-23,First Class,PROD-1469,Desktop Organizer Tiered Gen-2,Office Supplies,Storage,South,Georgia,Atlanta,1,262.85,0.3,184.0,216.78,-32.78,Delivered,
CUST-2346,Amanda Brown,Consumer,ORD-10047,2024-01-14,2024-01-20,Standard Class,PROD-1329,Anti-Fatigue Floor Mat Gen-5,Furniture,Furnishings,West,Arizona,Phoenix,1,639.47,0.3,447.63,385.57,62.06,Delivered,
CUST-2346,Amanda Brown,Consumer,ORD-10047,2024-01-14,2024-01-20,Standard Class,PROD-1257,Xiaomi Redmi Note Gen-3,Technology,Phones,West,Arizona,Phoenix,5,182.24,0.0,911.2,661.3,249.9,Delivered,
CUST-2346,Amanda Brown,Consumer,ORD-10047,2024-01-14,2024-01-20,Standard Class,PROD-1238,Drafting Table Adjustable Gen-4,Furniture,Tables,West,Arizona,Phoenix,1,432.71,0.4,259.63,244.29,15.34,Delivered,
CUST-2346,Amanda Brown,Consumer,ORD-10047,2024-01-14,2024-01-20,Standard Class,PROD-1165,Canon ImageRUNNER Gen-5,Technology,Copiers,West,Arizona,Phoenix,3,337.71,0.0,1013.13,603.51,409.62,Delivered,
CUST-1741,Daniel White,Consumer,ORD-10048,2025-09-03,2025-09-09,Standard Class,PROD-1322,Window Business Envelopes Gen-4,Office Supplies,Envelopes,Central,Minnesota,Minneapolis,1,245.72,0.0,245.72,195.1,50.62,Returned,Wrong Item
CUST-1470,Dorothy Brown,Consumer,ORD-10049,2024-02-29,2024-03-05,Standard Class,PROD-1047,Desk Pad Leather Model Classic,Furniture,Furnishings,West,Washington,Seattle,3,15.97,0.1,43.12,26.34,16.78,Delivered,
CUST-1470,Dorothy Brown,Consumer,ORD-10049,2024-02-29,2024-03-05,Standard Class,PROD-1012,Brother Monochrome Copier Model Elite,Technology,Copiers,West,Washington,Seattle,2,278.83,0.0,557.66,390.36,167.3,Delivered,
CUST-1743,Donna Thomas,Consumer,ORD-10050,2026-05-12,2026-05-18,Standard Class,PROD-1450,Conference Room Table Gen-5,Furniture,Tables,Central,Wisconsin,Milwaukee,4,209.92,0.15,713.73,649.4,64.33,Delivered,
CUST-2011,David Jackson,Consumer,ORD-10051,2024-10-30,2024-11-03,Standard Class,PROD-1372,Heavy Duty View Binder Gen-4,Office Supplies,Binders,East,Massachusetts,Boston,4,280.7,0.0,1122.8,770.56,352.24,Delivered,
CUST-1773,Robert Rodriguez,Consumer,ORD-10052,2024-04-20,2024-04-26,Standard Class,PROD-1319,Heavy Duty Paper Shredder Gen-4,Technology,Machines,South,Florida,Miami,1,27.48,0.1,24.73,18.2,6.53,Delivered,
CUST-1773,Robert Rodriguez,Consumer,ORD-10052,2024-04-20,2024-04-26,Standard Class,PROD-1422,File Drawer Storage Box Gen-4,Office Supplies,Storage,South,Florida,Miami,1,484.47,0.4,290.68,356.05,-65.37,Delivered,
CUST-1773,Robert Rodriguez,Consumer,ORD-10052,2024-04-20,2024-04-26,Standard Class,PROD-1480,Pocket Folder Pack 10-Pack Gen-5,Office Supplies,Binders,South,Florida,Miami,3,108.52,0.0,325.56,223.24,102.32,Delivered,
CUST-1773,Robert Rodriguez,Consumer,ORD-10052,2024-04-20,2024-04-26,Standard Class,PROD-1126,Document Scanner HighSpeed Gen-4,Technology,Machines,South,Florida,Miami,1,642.75,0.15,546.34,511.61,34.73,Delivered,
CUST-1185,Betty Allen,Consumer,ORD-10053,2025-02-18,2025-02-22,Standard Class,PROD-1227,Heavy Duty Paper Shredder Gen-5,Technology,Machines,West,California,Los Angeles,2,568.72,0.0,1137.44,629.44,508.0,Delivered,
CUST-1185,Betty Allen,Consumer,ORD-10053,2025-02-18,2025-02-22,Standard Class,PROD-1250,5-Shelf Bookcase Wood Gen-2,Furniture,Bookcases,West,California,Los Angeles,1,174.23,0.15,148.1,88.73,59.37,Delivered,
CUST-1185,Betty Allen,Consumer,ORD-10053,2025-02-18,2025-02-22,Standard Class,PROD-1486,Graph Paper Notebook Gen-3,Office Supplies,Paper,West,California,Los Angeles,2,56.26,0.15,95.64,69.42,26.22,Delivered,
