Customer_ID,Customer_Name,Age,Gender,Occupation,Monthly_Income,Credit_Score,Join_Date
CUST-1245,Michael Ramirez,54,Female,Blue Collar Worker,3115.25,556,2021-12-14
CUST-1246,Margaret Taylor,53,Male,Blue Collar Worker,3652.13,733,2022-01-16
CUST-1247,Donald Anderson,36,Female,Gig Economy Worker,2673.63,506,2021-11-21
CUST-1248,James Allen,23,Male,Self-Employed Business,10443.93,764,2020-10-26
CUST-1249,Michelle Thompson,29,Female,Salaried Professional,10410.54,639,2021-04-27
CUST-1250,Emily Wright,30,Male,Salaried Professional,9068.24,681,2021-06-07
CUST-1251,Donna Taylor,32,Male,Salaried Professional,10554.95,718,2020-04-13
CUST-1252,Mary Davis,41,Female,Gig Economy Worker,4583.33,650,2022-08-31
CUST-1253,Mary Walker,47,Female,Salaried Professional,4937.21,710,2021-06-22
CUST-1254,Donna Nguyen,30,Female,Salaried Professional,7746.21,693,2022-03-24
CUST-1255,Nancy Perez,37,Female,Blue Collar Worker,2674.04,594,2020-05-26
CUST-1256,Joseph Clark,25,Male,Gig Economy Worker,2113.17,562,2020-06-27
CUST-1257,Donna Lewis,64,Female,Self-Employed Business,6106.2,807,2021-08-13
CUST-1258,Michael Thomas,18,Male,Salaried Professional,12432.32,807,2022-07-27
CUST-1259,Daniel Jackson,21,Male,Salaried Professional,10818.32,612,2021-08-05
CUST-1260,Joshua Rodriguez,40,Male,Blue Collar Worker,4838.7,824,2022-05-12
CUST-1261,Linda Harris,38,Male,Self-Employed Business,3804.4,734,2021-04-14
CUST-1262,Andrew Young,18,Male,Student,863.7,513,2021-09-19
CUST-1263,Margaret Nguyen,25,Female,Salaried Professional,5678.14,715,2022-07-10
CUST-1264,Karen Clark,38,Male,Student,1430.19,563,2021-05-14
CUST-1265,Jennifer Martin,50,Female,Retired,3673.13,748,2021-11-26
CUST-1266,Christopher Moore,23,Male,Salaried Professional,5498.76,694,2022-03-02
CUST-1267,Jennifer Sanchez,53,Male,Salaried Professional,7516.27,786,2022-09-12
CUST-1268,Kimberly Martinez,40,Male,Freelancer,6680.75,644,2022-08-04
CUST-1269,Anthony Torres,40,Male,Salaried Professional,9804.82,850,2021-09-19
CUST-1270,Michael King,54,Female,Blue Collar Worker,4652.56,709,2020-07-09
CUST-1271,Thomas Wright,56,Male,Salaried Professional,12399.57,829,2020-03-13
CUST-1272,Jennifer Smith,28,Female,Blue Collar Worker,4115.79,666,2021-12-25
CUST-1273,Donald Brown,42,Female,Gig Economy Worker,4464.46,728,2020-10-26
CUST-1274,Mary Miller,26,Female,Self-Employed Business,5100.5,599,2021-08-14
CUST-1275,Donald Lewis,30,Female,Blue Collar Worker,4846.19,638,2022-01-04
CUST-1276,Thomas Miller,35,Male,Self-Employed Business,4718.03,718,2021-09-17
CUST-1277,Christopher Thompson,38,Male,Self-Employed Business,9029.45,671,2020-10-27
CUST-1278,Barbara Allen,42,Male,Salaried Professional,11770.04,692,2021-09-11
CUST-1279,Nancy Clark,32,Male,Salaried Professional,6285.86,556,2021-11-05
CUST-1280,Margaret Brown,29,Male,Self-Employed Business,12713.65,594,2022-06-20
CUST-1281,Sandra White,37,Female,Salaried Professional,13657.3,709,2020-05-14
CUST-1282,Steven Nguyen,46,Male,Salaried Professional,8349.9,578,2020-10-05
CUST-1283,Jessica Harris,54,Male,Self-Employed Business,4297.65,579,2020-08-29
CUST-1284,Richard Ramirez,52,Female,Blue Collar Worker,4655.5,703,2020-09-17
CUST-1285,Jessica Ramirez,45,Male,Salaried Professional,4662.31,636,2020-03-31
CUST-1286,Robert Williams,63,Female,Self-Employed Business,6279.66,782,2020-06-10
CUST-1287,Steven Ramirez,48,Male,Student,1598.3,707,2021-10-07
CUST-1288,Robert Walker,44,Female,Salaried Professional,6271.9,725,2022-05-14
CUST-1289,Steven Hill,27,Female,Salaried Professional,6639.57,634,2022-05-26
CUST-1290,Richard Ramirez,39,Female,Self-Employed Business,4115.87,625,2020-01-21
CUST-1291,Jessica Allen,66,Male,Self-Employed Business,11425.29,827,2022-01-16
CUST-1292,John Hernandez,31,Male,Salaried Professional,10086.48,523,2021-07-17
CUST-1293,James Brown,30,Female,Salaried Professional,9300.21,724,2021-08-28
CUST-1294,Elizabeth Ramirez,38,Female,Salaried Professional,4874.96,705,2020-06-24
CUST-1295,Robert Hernandez,25,Female,Salaried Professional,5273.14,565,2021-12-16
CUST-1296,Anthony Wright,37,Female,Salaried Professional,7756.53,582,2020-09-16
CUST-1297,Margaret Taylor,35,Male,Salaried Professional,6896.6,560,2020-01-24
CUST-1298,Daniel White,50,Male,Salaried Professional,11603.39,740,2021-12-21
CUST-1299,David Williams,30,Female,Salaried Professional,8643.78,684,2020-09-23
CUST-1300,Daniel Martin,24,Female,Salaried Professional,12876.1,770,2022-01-18
CUST-1301,John Brown,23,Male,Blue Collar Worker,4018.0,695,2022-05-10
CUST-1302,Sarah Rodriguez,31,Male,Salaried Professional,13222.38,770,2020-11-16
CUST-1303,Jennifer Harris,33,Female,Salaried Professional,13505.99,749,2021-01-31
CUST-1304,Christopher Jackson,29,Male,Freelancer,4298.82,717,2022-02-11
CUST-1305,Jessica Lee,42,Female,Salaried Professional,8411.98,667,2020-10-04
CUST-1306,Daniel Lee,18,Male,Salaried Professional,12295.21,611,2021-05-04
CUST-1307,Matthew Walker,39,Male,Blue Collar Worker,3477.94,800,2021-07-30
CUST-1308,Joshua Williams,35,Female,Blue Collar Worker,4350.54,651,2021-12-16
CUST-1309,Nancy Harris,41,Female,Salaried Professional,7388.58,667,2021-06-27
CUST-1310,David Wright,39,Female,Blue Collar Worker,3664.8,687,2021-02-10
CUST-1311,Matthew Clark,18,Female,Blue Collar Worker,4847.14,662,2020-10-07
CUST-1312,Patricia Young,18,Female,Self-Employed Business,9633.44,739,2021-03-13
CUST-1313,Susan Clark,49,Female,Blue Collar Worker,3052.25,644,2020-07-02
CUST-1314,Anthony Flores,26,Female,Gig Economy Worker,3902.92,560,2020-03-09
CUST-1315,Mark Jones,49,Female,Salaried Professional,13207.03,731,2020-07-03
CUST-1316,Donna Martin,34,Male,Blue Collar Worker,5076.75,681,2020-07-15
CUST-1317,Jessica Clark,47,Male,Blue Collar Worker,2908.6,677,2022-01-13
CUST-1318,Mary Davis,44,Female,Retired,1968.43,690,2021-04-02
CUST-1319,Anthony Rodriguez,34,Male,Salaried Professional,7985.96,776,2021-12-07
CUST-1320,Sandra Perez,52,Male,Blue Collar Worker,3548.51,718,2020-10-16
CUST-1321,David Lopez,45,Male,Retired,3629.6,630,2021-06-22
CUST-1322,Ashley Lopez,45,Male,Salaried Professional,7996.32,695,2021-03-04
CUST-1323,Margaret Johnson,51,Male,Freelancer,7948.92,846,2021-04-07
CUST-1324,Michael Jackson,31,Female,Salaried Professional,13204.79,802,2020-01-04
CUST-1325,Linda Davis,24,Male,Gig Economy Worker,3209.95,624,2022-03-19
CUST-1326,Anthony Wright,18,Male,Blue Collar Worker,5281.92,591,2020-11-13
CUST-1327,Margaret Torres,46,Male,Salaried Professional,10024.94,759,2021-11-16
CUST-1328,Michael Taylor,40,Female,Salaried Professional,13219.46,664,2021-09-02
